⺀	⿱丶丶
𭈧	⿰口⿳厶大三
𭈨	⿰⿰口卩⿱夕夕
𭈩	⿰口⿸尸犮
𭈪	⿰口⿰阝⿱宀匕
𭈫	⿰口⿻⿱了一⿰口又
𭈬	⿱⿻土⿰口人卜
𭈭	⿰口⿱日月
𭈮	⿰口⿺辶不
𭈯	⿱⿰口土亥
𭈱	⿰⿱士口老
𭈲	⿰口⿰土亘
𭈳	⿰⿰口耳巳
𭈴	⿰口⿰木主
𭈵	⿰口⿰扌⿱巛夕
𭈶	⿰⿱口丂甫
𭈷	⿰口⿰土艮
𭈸	⿱⿸𠂇口⿱冖且
𭈹	⿰⿱口丂⿸𠂆⿻⿻二丨冂
𭈺	⿰口⿱艹必
𭈻	⿰口⿱日生
𭈼	⿱吅⿱日十
𭈽	⿰口⿰虫也
𭈾	⿰口⿱日卯
𭈿	⿰口⿱夭氺
𭉀	⿰⿱⿱⿱𠆢丶乛口甘
𭉁	⿰⿱亼口⿱亠父
𭉂	⿰口⿰彳艮
𭉃	⿰口⿱⿱八丂皿
𭉄	⿲口舟巳
𭉅	⿱⿰月𠃓史
𭉆	⿰口⿰忄艮
𭉇	⿰口⿱冖豖
𭉈	⿰口⿱羊匕
𭉉	⿰口⿰氵舌
𭉊	⿰口⿱⿰冫欠口
𭉋	⿰口𫟈
𭉌	⿰口⿰礻氏
𭉍	⿰口⿱庚𠃊
𭉎	⿰口⿱龻弓
𭉏	⿰口⿱⿰女又心
𭉐	⿰口⿰女至
𭉑	⿰口⿰阝艮
𭉒	⿱⿰⿹𠃌⿻二丨阝⿹丅口
𭉓	⿰口⿰阝夅
𭉔	⿱⿰⿹𠃌⿻二丨阝𫩑
𭉕	⿰口⿳厶一虫
𭉖	⿱⿸尸毛⿰口𠤎
𭉗	⿰口⿰纟⿱士口
𭉘	⿱𠂉⿺𠃊⿱口吅
𭉙	⿰口⿱䒑⿱亼口
𭉚	⿰口⿰土⿱厶矢
𭉛	⿰口⿰扌⿱日土
𭉜	⿰口⿰扌里
𭉝	⿰口⿰歹朱
𭉞	⿰口⿰赤阝
𭉟	⿰口⿱亚日
𭉠	⿳丰䒑⿰口寸
𭉡	⿰口⿱艹⿰亻壬
𭉢	⿰尚⿹𠃌⿱一口
𭉤	⿰口⿱止虫
𭉥	⿰咼⿱亠几
𭉦	⿱⿳目一八⿰口𠤎
𭉧	⿰口⿱尚儿
𭉨	⿰口⿱隹乃
𭉩	⿰口⿰亻咅
𭉪	⿰口⿰牜⿱士寸
𭉫	⿰口⿸⿲亻丨攵彡
𭉬	⿰⿰口禾未
𭉭	⿰口⿰犭里
𭉮	⿰口⿸户羽
𭉯	⿰⿰口⿱亠父欠
𭉰	⿰口⿰忄⿱五口
𭉱	⿰口⿰忄⿱龸子
𭉲	⿰口⿰⿱亠父攵
𭉳	⿰口⿱冖⿱日六
𭉴	⿰口⿰氵⿱日工
𭉵	⿱丷⿸⿸厂比⿱⿱𠃍一口
𭉶	⿰口⿸广更
𭉷	⿰口⿰礻且
𭉸	⿰口⿰礻氐
𭉹	⿰⿰口弓⿱丿虫
𭉺	⿰口⿰女⿰⿹𠃌⿻二丨阝
𭉻	⿰口⿰女良
𭉼	⿰口⿰又隹
𭉽	⿰⿱人⿱文口公
𭉾	⿰口⿱寸
𭉿	⿰口⿱夕
𭊀	⿱⿰口⿹丅口衣
𭊁	⿰口⿰扌⿱大示
𭊂	⿰口⿰木里
𭊃	⿰口⿱⿰木木凡
𭊄	⿰口⿰束犬
𭊅	⿰口⿺辶⿰扌斤
𭊆	⿱⿰赤攵口
𭊇	⿰口⿱亚田
𭊈	⿰口⿱田⿱龷八
𭊉	⿰⿱口吅⿹𠃌⿱一口
𭊊	⿰口⿱艹夆
𭊋	⿰口⿱艹老
𭊌	⿰口⿸虍丘
𭊍	⿰口⿱串心
𭊎	⿱吅⿰阝⿹丅口
𭊏	⿰口⿱亼⿰月月
𭊐	⿰⿵用口⿱亼口
𭊑	⿰口⿰采彡
𭊒	⿰口⿰⿱仌口欠
𭊓	⿰口⿱⿰禾刂手
𭊔	⿰口⿱𥫗犮
𭊕	⿰口⿰月⿱丷⿱口儿
𭊖	⿱⿰⿱仌口欠口
𭊗	⿰口⿱𥫗𢎨
𭊘	⿰口⿰咅阝
𭊙	⿰口⿸广臾
𭊚	⿰口⿸广疌
𭊛	⿰口鹿
𭊜	⿰口⿰⿺𠃊米斤
𭊝	⿰⿸尹口⿱天口
𭊞	⿰口⿱⿰矛攵力
𭊟	⿰口⿰爿⿱爫寸
𭊠	⿰口⿰糹⿱𠂉也
𭊡	⿰⿱士口⿱艹⿸𠂇口
𭊢	⿱馬⿰口𠤎
𭊣	⿰⿱⿹丅口⿹丅口皮
𭊤	⿰口⿱雨云
𭊥	⿰⿰口赤皮
𭊦	⿰口⿱⿰木木火
𭊧	⿲⿰口歹王歹
𭊨	⿰口⿱⿱大口羽
𭊩	⿰口⿱面土
𭊪	⿰口⿰扌曷
𭊫	⿰口⿰其月
𭊬	⿱⿱艹⿱士寸⿰口𠤎
𭊭	⿰口⿱艹⿱大电
𭊮	⿰口⿱龷⿱⿻十从一
𭊯	⿰口⿱⿱口吅⿱一𠀁
𭊰	⿰口⿸虍
𭊱	⿰口⿰𧾷皮
𭊲	⿱⿰口吅⿰𠂈⿰丩丩
𭊳	⿰口⿵門心
𭊴	⿰口⿱自⿸歹匕
𭊵	⿰口⿱⿰禾刂⿱𠆢小
𭊶	⿰⿰口⿱夕夕⿱夕夕
𭊷	⿰口⿰彳⿰𦈢卩
𭊸	⿰口⿰月⿱龷日
𭊹	⿰口⿺辶庚
𭊺	⿰口⿸广⿺廴聿
𭊻	⿰口⿱⿳宀⿻龷一八冫
𭊼	⿱⿰氵酉⿰口乇
𭊽	⿰口⿰糹⿱夂口
𭊾	⿰口⿰糹至
𭊿	⿰口⿰糹亘
𭋀	⿰⿰口糸肙
𭋁	⿰口⿱⿱⿱厶⿰厶厶人心
𭋂	⿰⿱口十⿱龶貝
𭋃	⿰口⿱⿰耳阝心
𭋄	⿰口⿳士冖疌
𭋅	⿲口⿱匕矢⿱人木
𭋆	⿱⿰⿱艹⿹勹口攵口
𭋇	⿰口⿱艹⿸厂⿰弓攵
𭋈	⿰口⿱罒非
𭋉	⿰⿱吅⿻甲一丹
𭋊	⿰口⿱⿱罒口田
𭋋	⿰口⿴囗⿱口貝
𭋌	⿰口⿱尚甘
𭋍	⿰⿱吅⿱一𠀁⿱𠂉⿸厂巾
𭋎	⿰口⿰日音
𭋏	⿰口⿱罒⿱十
𭋐	⿰口⿰月卑
𭋑	⿰口⿰牜⿺廴聿
𭋒	⿰口⿰⿹灬阝
𭋓	⿰口⿰禾夌
𭋔	⿰口⿱白⿱土⿱丷干
𭋕	⿲口亻⿱亡隹
𭋖	⿰口⿱⿰斤斤田
𭋗	⿰口⿺辶⿱冖車
𭋙	⿰口⿰礻⿱彑氺
𭋚	⿱⿰訁内⿰口𠤎
𭋛	⿳⿱十口冖⿱⿻龷一𧘇
𭋜	⿰口⿺辶⿱⿱土口𧘇
𭋝	⿰口⿰⿱甫方攵
𭋞	⿰口⿰木⿳亠丷⿱冖方
𭋟	⿰口⿰酉夋
𭋠	⿰⿱士口⿱尚巾
𭋡	⿰口⿰⿱覀土瓦
𭋢	⿰口⿱面且
𭋣	⿰口⿱⿰⿱龶勹攵灬
𭋤	⿲口⿱匕矢⿱亼朩
𭋥	⿰口⿳⿱艹罒冖夕
𭋦	⿰口⿱艹⿱老日
𭋧	⿱吅⿰阝⿳目一八
𭋨	⿰口⿰亻⿱頁犮
𭋩	⿰口⿱舛
𭋪	⿰口⿰忄⿱寸
𭋫	⿰口⿰氵⿱艹⿱日大
𭋬	⿰口⿰立⿱山而
𭋭	⿰口⿰訁⿱龴用
𭋮	⿰口⿰糹⿵⿵冂䒑亡
𭋯	⿰口⿰女⿰束欠
𭋰	⿰口⿰𤣩⿱㐫禸
𭋱	⿰口⿰⿱士示⿱亼朩
𭋲	⿰口⿹𢦏韭
𭋳	⿰口⿰車侖
𭋴	⿰口⿰⿱士口頁
𭋵	⿰⿱士口⿱尚手
𭋶	⿰口⿰木婁
𭋷	⿰⿱口耳⿱口耳
𭋸	⿰口⿰⿱匕矢⿱入米
𭋹	⿰口⿰⿱士示⿱入米
𭋺	⿰口⿰⿱匕示隶
𭋼	⿰口⿱⿱艹⿱日大心
𭋽	⿰口⿱艹⿳日罒又
𭋾	⿴⿰⿱口口⿱口口耳
𭋿	⿰口⿱垂⿸丆工
𭌀	⿱⿰亻⿳目一八⿻十吅
𭌁	⿰口⿱⿱亼⿰月巜羽
𭌂	⿰口⿰訁臽
𭌃	⿸⿰口广⿱隹心
𭌄	⿰口⿰訁⿵用口
𭌅	⿰口⿰羊曷
𭌆	⿰口⿸尸⿰彳⿱⿱𠂉日夂
𭌇	⿰口⿰阝粦
𭌈	⿰口⿰糹柬
𭌉	⿱⿰尹阝⿰口⿱⿱日一寸
𭌊	⿰⿱壴口見
𭌋	⿰口⿰車⿱亼⿰月刂
𭌌	⿳十吅⿳冖⿻龷一𧘇
𭌍	⿰口⿰赤頁
𭌎	⿰口⿰⿸耂日見
𭌏	⿰口⿱⿰⿱士𠃜殳正
𭌐	⿱⿱⿰𤣩王必⿰口𠤎
𭌑	⿰口⿰⿱匕示頁
𭌒	⿰口⿹⿰匕頁禾
𭌓	⿰⿰⿱吅⿻甲一戈口
𭌔	⿱⿰⿰口丨人⿸厂⿹⿰工攵𤮺
𭌕	⿰口⿱艹⿱立里
𭌖	⿰口⿱艹⿱⿰木木木
𭌗	⿰⿰口⿸虍予
𭌘	⿰口⿰黑⿱⿱𠆢丶乛
𭌙	⿰口⿰貝⿸耂日
𭌚	⿰口⿰⿱上示隶
𭌛	⿳⿰亻⿳目一八艹吅
𭌜	⿰口⿰亻⿰⿱匕矢⿱龴疋
𭌝	⿰口⿰⿳亼吅从刄
𭌞	⿰口⿰亻爾
𭌟	⿰口⿱𦍌⿰⿱禾丂戈
𭌠	⿰⿱⿱羊䒑口走
𭌡	⿰口⿰弓⿳⿱一田⿱一田一
𭌢	⿰口⿰革卑
𭌣	⿰口⿱⿰⿷匸矢殳羽
𭌤	⿰口⿱⿰赤攵虫
𭌥	⿰口⿰日⿳爫冖⿱心夂
𭌦	⿰口⿱⿰止匕鳥
𭌧	⿰口⿱艹熏
𭌨	⿱⿰口⿹灬⿰口牛
𭌩	⿰口⿵門音
𭌪	⿳⿱吅工目吅
𭌫	⿰口⿰月⿱艹曷
𭌬	⿰口⿱𥫗高
𭌭	⿰口⿰亻⿱⿰斤斤貝
𭌮	⿰口⿰女爾
𭌯	⿰口⿰糹⿱寸
𭌰	⿰口⿱⿰龶刀⿱止⿶凵米
𭌱	⿰口⿱⿰⿷匸矢殳言
𭌲	⿰口⿰⿱爫⿱幺大隹
𭌳	⿱⿱𠂒口⿰⿱𠂒口⿱𠂒口
𭌴	⿰⿱口⿰目目⿱⿰⿻⿻亅一人寸厶
𭌵	⿰口⿱艹⿱⿰⿱土⿱丷干丸云
𭌶	⿰口⿰禾⿱⿱艹隹又
𭌷	⿱⿰亻⿳目一八⿰吅吅
𭌸	⿰⿰口⿱亼口⿺辶⿱土羊
𭌹	⿰口⿰礻爾
𭌺	⿱⿰口⿰糹尃日
𭌻	⿰口⿰臽鳥
𭌼	⿰口⿱⿰叕欠酉
𭌽	⿰口⿰女⿰束⿱𠂊貝
𭌾	⿰口⿱艹⿵門隹
𭌿	⿰口⿰齒⿱⿱𠆢丶龴
𭍀	⿰口⿱尚黑
𭍁	⿰⿱𠂒口⿸麻石
𭍂	⿰口⿸⿰月龹馬
𭍃	⿰口⿰忄⿹㦰韭
𭍄	⿰口⿰⿱亠⿱口子⿱吅⿻甲一
𭍅	⿰口⿱⿰⿸尸口辛言
𭍆	⿰口⿱雨⿰𧾷⿱夂口
𭍇	⿰口⿰馬⿱覀示
𭍈	⿰口⿱日⿳亠⿱吅⿻龷一𧘇
𭍉	⿰口⿰⿱爫臼鳥
𭍊	⿰口⿰釒⿳⿶凵𠂭八夂
𭍋	⿰口⿰糹⿰⿱士口頁
𭍌	⿰口⿱𥫗龍
𭍍	⿰口⿰亻⿱吅⿸厂⿹⿰工攵𤮺
𭍎	⿰口⿱龍耳
𭍏	⿰口⿰訁⿱士⿱罒貝
𭍐	⿰⿰口齒來
𭍑	⿰口⿰骨⿱曲豆
𭍒	⿰口⿱日⿱罒⿰糹隹
𭍓	⿲⿳口正寸木⿺⿱日𤴓寸
𭍔	⿱⿰口⿰⿱止少頁卑
𭍕	⿰口⿱⿰貝貝鳥
𭍗	⿰口⿰火⿱艹⿵門柬
𭍘	⿰口⿰糹⿱⿰臣⿳𠂉丶罒見
𭍚	⿴囗几
𭍛	⿴四厶
𭍜	⿴囗⿱𠆢㔾
𭍝	⿴囗⿱土厶
𭍞	目
𭍟	⿴囗⿰氵工
𭍠	⿱龶⿴囗口
𭍡	⿰⿴囗口戈
𭍢	⿴囗⿰犭王
𭍣	⿴囗⿱夕方
𭍤	⿴囗辛
𭍥	⿱龶⿴囗口
𭍦	⿴囗⿱艹方
𭍧	⿴囗⿱止月
𭍨	⿰⿴囗口出
𭍩	⿴囗⿵戌口
𭍪	⿴囗⿱口耳
𭍫	⿴囗⿰示示
𭍬	⿴囗⿱龶貝
𭍭	⿴囗⿱田⿱龷八
𭍮	⿰⿴囗口⿹⿹戈口一
𭍯	⿴囗魚
𭍰	⿴囗⿰氵隹
𭍱	⿴囗⿱王⿰𤣩王
𭍲	⿰⿴囗⿹⿹戈口一⿱𠆢⿰丿丨
𭍳	⿴囗⿱八⿱日
𭍴	⿴囗⿳亼吅从
𭍵	⿴囗⿱𥫗⿱目廾
𭍶	⿱⿰⿱匕矢⿱又土⿴囗口
𭍷	⿰⿴囗⿹⿹戈口一⿹⿹戈口一
𭍸	⿴囗⿱⿱艹隹臼
𭍹	⿱⿴囗⿱口貝⿲阝⿱禾木刂
𭍺	⿱入土
𭍼	⿰丩土
𭍽	⿱土也
𭍾	⿰土支
𭍿	⿰土开
𭎀	⿰土⿹勹匕
𭎁	⿱氏土
𭎂	⿰土从
𭎃	⿰土冘
𭎄	⿰土⿰土刀
𭎅	⿰土⿸𠂆万
𭎆	⿳一⿰厶厶土
𭎇	⿱少土
𭎈	⿵冂⿱土子
𭎉	⿰土⿰夕卜
𭎊	⿱白土
𭎋	⿰土斤
𭎌	⿰土乍
𭎍	⿱⿰幺力土
𭎎	⿱圥干
𭎏	⿰土臣
𭎐	⿱⿰土巳土
𭎑	⿰土⿸𠂇火
𭎒	⿰土⿱士寸
𭎓	⿰土⿱日十
𭎔	⿰土⿰止匕
𭎕	⿱土⿰⿱人丿卜
𭎖	⿰土⿵𠘨帀
𭎗	⿱自土
𭎘	缶
𭎙	堇
𭎚	⿰土⿰氵干
𭎛	⿰土羽
𭎜	⿰土⿸丰寸
𭎝	⿰土⿱天口
𭎞	⿰土豆
𭎟	⿰土⿱不口
𭎠	⿰土⿱不土
𭎡	⿰土⿱上日
𭎢	⿱⿰田厶土
𭎣	⿰土足
𭎤	⿰土⿱𠂉⿱日一
𭎥	⿰土⿱宀木
𭎦	⿱⿰氵木土
𭎧	⿰土⿹勹田
𭎨	⿰土⿰氵夭
𭎩	⿰土坴
𭎪	⿰土⿸厂并
𭎫	⿰土⿱龶𧘇
𭎬	⿰土⿱土⿱丷干
𭎭	⿸虎土
𭎮	⿱⿰日月土
𭎯	⿰土⿱日月
𭎰	⿰土⿱禾子
𭎱	⿰土⿺辶斤
𭎲	⿺⿱亠⿰亻⿴夂丶土
𭎳	⿰土⿳亠口
𭎴	⿱⿰阝丙土
𭎵	⿱⿰扌⿸尸匕土
𭎶	⿰土⿹𢦏口
𭎷	⿰土⿱丰皿
𭎸	⿰土頁
𭎹	⿰土面
𭎺	⿰土⿰⿸𠂇月阝
𭎻	⿰土⿷匸夾
𭎼	⿰土⿰口艮
𭎽	⿱⿰巾⿸𠂇月土
𭎾	⿰土⿶⿱臼又丨
𭎿	⿰土⿰舟彡
𭏀	⿰垂天
𭏁	⿰土鼠
𭏂	⿱⿰忄艮土
𭏃	⿱⿰忄亘土
𭏄	⿱⿰氵⿱亼口土
𭏅	⿰土⿱丶⿳一丷⿱冖巾
𭏆	⿰土兆
𭏇	⿱⿰⿱亠父阝土
𭏈	⿱⿰氵自土
𭏉	⿰土⿱水田
𭏊	⿰土⿸尸羊
𭏋	⿰土⿱矛木
𭏌	⿰土⿱𡗗示
𭏍	⿰土⿱⿴龷二勿
𭏎	⿰土⿱老日
𭏏	⿱⿰日⿸⿸𠂆一口土
𭏐	⿰土⿱山⿱宀元
𭏑	⿱⿲亻丨⿱矢土
𭏒	⿰土⿲亻丨⿱矢
𭏓	⿱⿰亻夋土
𭏔	⿰土⿱父⿱夕夕
𭏕	⿰土⿱日羽
𭏖	⿰土⿸广⿱廿巾
𭏗	⿰土⿳亠𧘇
𭏘	⿰土⿺辶⿱八天
𭏙	⿱⿰肙⿱匕匕土
𭏚	⿱⿰阝⿱亼朩土
𭏛	⿰土⿱冖⿱口皿
𭏜	⿰土⿰舟殳
𭏝	⿶⿱⿰木木土夕
𭏞	垂
𭏟	⿰土⿸虍丘
𭏠	⿰土⿱尚土
𭏡	⿰土⿱山⿸厂⿱土土
𭏢	⿱⿰彳⿱⿱日一寸土
𭏣	⿰土⿸𠂆⿸虍巾
𭏤	⿰土⿺辶⿱𠂒口
𭏥	⿰土⿱示
𭏦	⿰土⿱𦍌皿
𭏧	⿰土⿱宀采
𭏨	⿰土⿱冖畐
𭏩	⿰土⿱⿲二人二目
𭏪	⿱⿸厂⿰屰欠土
𭏫	⿰土⿱艹⿱大⿱十廾
𭏬	⿰土畢
𭏭	⿱⿰尚攵土
𭏮	⿰埀央
𭏯	⿰⿱⿻十从一⿱禾女
𭏰	⿱⿰氵𣶒土
𭏱	⿰土⿸广⿰阝
𭏲	⿱⿰⿱土⿱丷干丸𧘇
𭏳	⿱⿰⿱宀谷又土
𭏴	⿰土⿸尸⿸耂日
𭏵	⿰土⿱羽⿵⿱丿冂口
𭏷	⿱⿰木彖土
𭏸	⿰土⿺辶⿱⿱中一贝
𭏹	⿰土⿱𠂉⿵⿱吅几土
𭏺	⿱⿰氵⿰屰月土
𭏻	⿱⿰⿱立朩斤土
𭏼	⿱⿰⿱丶畐丸土
𭏽	⿰土⿱⿰文隹又
𭏾	⿰土⿵門耳
𭏿	⿱⿰肙⿱匕匕⿱⿻十从一
𭐀	⿰土⿱面⿱日一
𭐁	⿰土⿸虍⿱田心
𭐂	⿱⿸⿰月龹氺土
𭐃	⿱⿱𥫗⿰車㔾土
𭐄	⿰土⿱⿰阝⿱⿸𠂇工月土
𭐅	⿰堇⿱儿
𭐆	⿺⿱⿱土⿰土土兀見
𭐇	⿰土⿰禾⿱⿱白小彡
𭐈	⿰土⿰彳⿰⿱山系攵
𭐉	⿱⿰氵廌土
𭐊	⿰⿸广⿱廿又⿱其土
𭐋	⿱⿰⿱⿱宀丰口谷土
𭐌	⿰土⿱艹⿱皿
𭐍	⿳⿱田⿰田田冖土
𭐎	⿰土⿱艹⿳⿲止自匕八夊
𭐏	⿰土⿱覀⿰革月
𭐐	⿰土⿰⿱日⿳亠口小頁
𭐑	⿰⿱黑土⿹⿰工攵𤮺
𭐒	⿱士⿰力口
𭐓	⿰⿳士冖⿱一子丸
𭐔	⿳士冖⿱⿰力口力
𭐕	⿰壴久
𭐖	⿳⿱士口一⿰口寸
𭐗	⿱⿱⿱士口⿱十口小
𭐘	⿰⿱士示⿱亼朩
𭐙	⿳⿱士口乛⿳丅二⿰口寸
𭐚	⿰⿱⿳士冖⿱一口䒑⿱不口
𭐛	⿰⿱⿳士冖⿱一口䒑⿱世木
𭐝	⿷夂⿱丿丿
𭐞	⿰夂豆
𭐟	⿰乡又
𭐠	⿱正夂
𭐡	⿱必夂
𭐢	⿸⿱⿵艹二丆又
𭐤	⿱⿱𠫓儿夊
𭐥	⿳𠂉口⿸丆又
𭐦	⿳亦一夂
𭐧	⿱⿰木木夂
𭐨	⿺夌主
𭐩	⿰夋⿱厶牛
𭐪	⿰夋夋
𭐫	⿳爫冖⿱必夂
𭐬	⿱⿳𠂊罒⿰丨日夂
𭐭	⿺夌咅
𭐮	⿰⿱千日⿱一⿱目夂
𭐯	⿱⿰貝貝夊
𭐰	⿰千⿱⿱心夂
𭐱	⿳䒑⿲止自巳夊
𭐲	⿰⿱百夂⿱釆田
𭐴	⿱⿱𠂊丶夕
𭐵	⿰夕尹
𭐶	⿰⿱夕夕又
𭐷	⿱夕⿵用口
𭐸	⿰夕⿱⿻丿飞⿻丿飞
𭐹	⿰⿱夕夕⿰扌乇
𭐺	⿰⿱亠⿰亻⿴夂丶壬
𭐻	⿺⿱亠⿰亻⿴夂丶云
𭐼	⿰⿱山夕卑
𭐽	⿰⿱夕夕來
𭐾	⿰⿱夕夕⿱⿰力口木
𭐿	⿺⿱亠⿰亻⿴夂丶⿱⿱⿱𠆢丶乛口
𭑀	⿰⿱夕夕⿱山東
𭑁	⿺⿱亠⿰亻⿴夂丶⿱爫臼
𭑂	⿱九大
𭑃	⿱大于
𭑄	⿱⿶凵㐅大
𭑆	⿱天云
𭑇	⿰天云
𭑈	⿰天天
𭑉	⿱八⿱口大
𭑋	⿱⿰冫士大
𭑌	⿰夫巨
𭑍	⿱⿱口口大
𭑎	⿰头斗
𭑏	⿱𠂊⿱罒大
𭑐	⿱失母
𭑑	⿳爫⿱一厶大
𭑒	⿱𠂉⿱罒大
𭑓	⿰⿱龸子太
𭑔	⿱⿰歹刂失
𭑕	⿱⿰生刃大
𭑖	⿱⿱八夫⿱亠巾
𭑗	⿱大⿱覀土
𭑘	⿻夫叕
𭑙	⿱天門
𭑚	⿱夭⿰月月
𭑛	⿰头⿱不口
𭑜	⿱一⿱⿱自犬⿻二丨
𭑝	⿱夾⿱土土
𭑟	⿱𮠚大
𭑠	⿰大⿱毌貝
𭑡	⿰垂夬
𭑢	⿰⿱酋大丈
𭑣	⿱⿱大隹⿰丨日
𭑤	⿱⿸厂⿹⿰工攵𤮺大
𭑥	⿰⿱大者⿱夕夕
𭑦	⿰⿱覀示⿱𡗜亏
𭑧	⿰女卜
𭑨	⿻八女
𭑩	⿱乃女
𭑪	⿰女刀
𭑫	⿰女乜
𭑬	⿰女亡
𭑭	⿱巳女
𭑮	⿰女㐄
𭑯	⿰女⿻勹乂
𭑰	⿰女目
𭑱	⿰女甲
𭑲	⿱⿱中一女
𭑳	⿰女冋
𭑴	⿰女矛
𭑵	⿱⿰幺力女
𭑶	⿱肉女
𭑷	⿰女⿱日十
𭑸	⿰女农
𭑹	⿰女⿱八天
𭑺	⿰女⿹戈廾
𭑻	⿰女⿷匚甲
𭑼	⿰女⿱口木
𭑽	⿰女⿵门心
𭑾	⿱女⿰开彡
𭑿	⿵戊⿻八女
𭒀	⿱⿰牙攵女
𭒁	⿱⿰𤣩王女
𭒂	⿱⿰口皮女
𭒃	⿰女臽
𭒄	⿰女⿱⿱八刀心
𭒅	⿰女⿰耳阝
𭒆	⿰女⿰𦣞巳
𭒇	⿰女⿱田比
𭒈	⿰女⿰目少
𭒉	⿰女⿱白水
𭒊	⿱⿰女子⿱宀女
𭒋	⿰⿱女⿰女女干
𭒌	⿰女⿱⿰女又手
𭒍	⿰⿱覀女夭
𭒎	⿰女⿱𡗗电
𭒏	⿰女⿱𦍌火
𭒐	⿱⿰氵⿳亠厶川女
𭒑	⿰女⿳亠口⿱冖巾
𭒒	⿱⿰耳又⿰女女
𭒓	⿱⿰⿰木夕木女
𭒔	⿰女⿳艹一⿱艹口
𭒕	⿱⿰口⿰氵皮女
𭒖	⿰女⿰⿱上矢欠
𭒗	⿰女⿻龟日
𭒘	⿱⿰⿱𠂉毋攵女
𭒙	⿰女⿱⿱⿱𠆢丶乛⿵冂⿱丷干
𭒚	⿰女⿱⿱亼口𠕁
𭒛	⿰女⿱⿱宀必山
𭒜	⿰女⿰阝東
𭒝	⿱⿰爿⿱爫寸女
𭒞	⿱⿰氵⿵戌口女
𭒟	⿰女⿰糹至
𭒠	⿰女⿱矛冏
𭒢	⿰女⿱雨乎
𭒣	⿰女⿱⿱艹冖豕
𭒤	⿰女⿱⿱夭口⿵人丅
𭒥	⿰女⿱臼⿱田力
𭒦	⿰女⿸厂⿰⿱日月犬
𭒧	⿰女⿰彳⿰⿳山一⿱丿土攵
𭒨	⿰女⿱穴咼
𭒩	⿰女⿱⿱心夂
𭒪	⿰女⿱⿹止貝
𭒫	⿰女⿰婁攵
𭒬	⿰女⿱⿱亼口南
𭒭	⿰女⿸严⿱比
𭒮	⿰女⿱艹⿵門日
𭒯	⿱艹⿱⿰⿸尸口辛女
𭒰	⿰婁⿱⿰冫欠女
𭒱	⿱⿰貝貝⿱宀女
𭒲	⿱宀⿱⿰貝貝女
𭒳	⿰女⿸广⿰⿱匕矢⿱龴疋
𭒴	⿰女⿱日⿳亠⿱吅⿻龷一𧘇
𭒵	⿰女⿱⿰糸⿰訁糸女
𭒶	⿰子丁
𭒷	⿰子儿
𭒸	⿰子厶
𭒹	⿰子力
𭒺	⿰子凡
𭒻	⿰子义
𭒼	⿰子己
𭒽	⿰子且
𭒾	⿰子甲
𭒿	⿰子生
𭓀	⿰子⿱丷三
𭓁	⿰子⿸土
𭓂	⿰子糸
𭓃	⿰子克
𭓄	⿰子⿰扌𠬝
𭓅	⿰子⿱爫子
𭓆	⿰⿱宀子之
𭓇	⿳⿲丨丨⿻丨⿱丿丿冖子
𭓈	⿰子⿹止
𭓉	⿰子青
𭓊	⿰子⿱大⿹丅口
𭓋	⿱尚子
𭓌	⿰子侖
𭓍	⿰子⿱宀且
𭓎	⿰子⿵门东
𭓏	⿰子畐
𭓐	⿰子⿱艹央
𭓑	⿰子⿱田心
𭓒	⿰子⿱日𤴓
𭓓	⿰⿱⿱𭕄冖子丑
𭓔	⿰⿱⿱亠日子丸
𭓖	⿰⿱宀子⿰且力
𭓗	⿳⿲刂歹彐冖子
𭓙	⿰⿱宀子⿱聿日
𭓚	⿰⿱⿱𭕄冖子⿱宀㠯
𭓛	⿰子⿳𠂊⿱口八⿱儿
𭓜	⿰⿱爫子⿱立里
𭓝	⿱⿰糸⿰訁糸⿰子⿰子子
𭓞	⿱宀山
𭓟	⿱宀牙
𭓠	⿱宀午
𭓡	⿱宀巴
𭓢	⿱宀⿱亠水
𭓣	⿱宀甘
𭓤	⿱宀⿸𠂇巾
𭓦	⿱宀禾
𭓧	⿱宀⿸千又
𭓨	⿱宀⿱丷三
𭓩	⿱宀夗
𭓫	⿱宀自
𭓬	⿱宀舛
𭓭	⿱宀⿰亻木
𭓮	⿱宀老
𭓯	⿱宀舌
𭓰	⿱宀⿸𠂇用
𭓱	⿱⿱宀申⿰一丶
𭓲	⿱宀角
𭓳	⿱⿱宀立丁
𭓴	⿱宀⿰至刂
𭓵	⿱宀⿱廿木
𭓷	⿱宀⿱止少
𭓸	⿱宀咼
𭓹	⿱宀⿰爪爪
𭓺	⿱宀⿰忄未
𭓻	⿱宀⿰氵必
𭓼	⿱宀⿰氵⿱土厶
𭓽	⿳宀癶山
𭓾	⿱宀⿺元文
𭓿	⿱宀⿳⿰丨日一八
𭔀	⿳宀癶山
𭔁	⿱宀⿰亻⿱日大
𭔂	⿱宀⿸产彡
𭔃	⿱宀⿳亠丷⿹丅口
𭔄	⿳宀尸⿱皿亅
𭔅	⿱宀⿰女百
𭔆	⿱宀⿱百夂
𭔇	⿰⿱宀且⿸尸匕
𭔈	⿰⿱宀且以
𭔉	⿱宀鬼
𭔊	⿱⿱穴日⿺儿厶
𭔋	⿱宀⿰忄⿱𠂒口
𭔌	⿺乚日
